Localização,Latitude {N+/S-},Longitude {E+/W-},Zona Horaria {+/- GMT},Elevação {m},,,,,,,,,,,,,,
Salvador,-12.90,-38.33,-3,13,,,,,,,,,,,,,,

Mês,Dia,Hora,TBS {C},TBU {C},T. Pto Orvalho {C},Pressao Atmosferica {kPa},Umidade {kg/kg},U. R. {%},Densidade do ar {kg/m3},Entalpia {BTU/LB},Velocidade do Vento {m/s},Direção do Vento {graus},Cobertura Total de Nuvens {decimas},Rad Horizontal Extraterreste {Wh/m2},Rad Global Horizontal {Wh/m2},Rad Direta {Wh/m2},Rad Direta Normal {Wh/m2},Rad Difusa Horizontal {Wh/m2}
1,9,22,24.8,23.4,22.5,101.0,0.017641566,89,1.148548069,69.7,6,110,0,0,0,0,0,0
1,9,23,24.5,23.0,22.1,101.0,0.017152299,88,1.150585822,68.2,5,100,0,0,0,0,0,0
1,9,24,24.5,23.1,22.2,101.0,0.017305249,89,1.150310537,68.5,4,110,0,0,0,0,0,0
1,10,1,24.4,22.9,22.0,100.9,0.01706008,88,1.149998866,67.8,4,90,0,0,0,0,0,0
1,10,2,24.3,23.0,22.2,100.9,0.017254621,90,1.150035377,68.2,4,80,0,0,0,0,0,0
1,10,3,24.2,22.9,22.1,100.9,0.017144267,90,1.150620779,67.8,4,110,0,0,0,0,0,0
1,10,4,22.7,21.8,21.1,100.9,0.016138548,93,1.158277271,63.7,0,0,0,0,0,0,0,0
1,10,5,21.7,21.2,20.7,100.9,0.015695997,96,1.163012224,61.6,0,0,0,0,0,0,0,0
1,10,6,21.0,20.6,20.1,100.9,0.015147773,97,1.166783018,59.5,0,0,1,0,0,0,0,0
1,10,7,20.6,20.1,19.6,101.0,0.014614274,96,1.170509924,57.7,0,0,5,171,129,105,257,24
1,10,8,24.6,23.4,22.6,101.1,0.01770734,91,1.150339199,69.7,0,0,4,495,286,146,269,140
1,10,9,28.5,24.0,22.0,101.1,0.017006122,69,1.136712665,71.9,5,100,8,793,558,426,605,133
1,10,10,29.4,23.8,21.3,101.1,0.016312859,63,1.134562227,71.1,6,90,6,1045,784,641,756,143
1,10,11,30.4,24.0,21.2,101.1,0.016208567,59,1.131009382,71.8,6,100,4,1233,824,577,609,246
1,10,12,30.0,24.1,21.5,101.1,0.016534798,62,1.131923094,72.2,6,90,1,1346,899,630,632,269
1,10,13,30.2,24.3,21.7,101.1,0.016769901,62,1.130760456,73.1,7,90,1,1374,918,643,652,275
1,10,14,30.0,24.0,21.4,101.0,0.016395489,61,1.13105026,71.9,7,90,1,1318,791,443,482,347
1,10,15,30.0,24.3,21.8,101.0,0.016873463,63,1.130204022,73.1,6,90,0,1179,707,396,494,311
1,10,16,29.6,24.3,22.0,101.0,0.017041515,65,1.131399649,73.1,7,120,0,968,581,325,500,255
1,10,17,29.0,24.4,22.4,100.9,0.017474437,69,1.131757171,73.6,7,120,0,699,519,421,854,98
1,10,18,28.0,24.0,22.2,100.9,0.017254874,72,1.135905321,72.0,6,100,3,390,290,235,501,55
1,10,19,26.5,23.3,21.7,100.9,0.016789729,77,1.142422791,69.3,4,90,3,78,58,47,116,11
1,10,20,25.4,22.9,21.6,100.9,0.016639517,81,1.146901727,67.8,4,90,3,0,0,0,0,0
1,10,21,25.0,22.6,21.3,101.0,0.016336953,82,1.150123529,66.6,5,80,0,0,0,0,0,0
1,10,22,24.6,22.8,21.8,101.0,0.016806297,86,1.150822418,67.4,3,90,0,0,0,0,0,0
1,10,23,24.1,22.5,21.5,101.1,0.016547857,87,1.154366587,66.2,3,90,0,0,0,0,0,0
1,10,24,23.9,22.5,21.6,101.0,0.016649435,89,1.153817678,66.3,4,100,0,0,0,0,0,0
1,11,1,23.8,22.4,21.5,101.0,0.016542275,89,1.154399942,65.9,5,90,3,0,0,0,0,0
1,11,2,23.5,22.0,21.1,100.9,0.016094649,88,1.155233126,64.4,5,100,0,0,0,0,0,0
1,11,3,23.3,22.1,21.3,100.9,0.016325511,90,1.15559439,64.8,4,110,1,0,0,0,0,0
1,11,4,22.4,21.5,20.8,100.9,0.015830804,92,1.160012436,62.6,4,100,0,0,0,0,0,0
1,11,5,21.4,21.0,20.5,100.9,0.015538981,97,1.164483494,60.9,5,110,0,0,0,0,0,0
1,11,6,20.8,20.3,19.8,100.9,0.014818311,96,1.168180965,58.4,0,0,0,0,0,0,0,0
1,11,7,20.7,20.4,20.0,100.9,0.014997353,97,1.168250038,58.8,0,0,9,169,82,25,62,56
1,11,8,23.5,22.6,21.9,101.0,0.016967557,93,1.15479822,66.7,0,0,9,493,238,73,136,165
1,11,9,27.0,24.5,23.3,101.1,0.018439664,82,1.139836159,74.0,0,0,9,791,383,118,168,265
1,11,10,28.0,24.1,22.3,101.2,0.017355949,73,1.139102525,72.3,3,90,9,1043,505,155,184,349
1,11,11,28.4,24.8,23.2,101.1,0.018338147,75,1.134724141,75.2,4,100,9,1232,712,364,383,348
1,11,12,30.4,25.1,22.9,101.1,0.017989777,65,1.127861416,76.4,5,100,8,1346,777,397,398,380
1,11,13,30.5,25.1,22.8,101.0,0.017968253,65,1.126412643,76.4,6,100,8,1375,794,406,411,389
1,11,14,30.6,25.0,22.6,101.0,0.017760564,64,1.126407379,76.0,6,100,8,1319,929,708,770,220
1,11,15,30.6,24.8,22.3,101.0,0.017431587,63,1.126986928,75.2,7,120,6,1180,831,634,790,197
1,11,16,29.8,25.0,22.9,100.9,0.018118065,68,1.127633525,76.1,7,110,6,969,683,521,801,162
1,11,17,28.9,25.0,23.3,100.9,0.018497656,73,1.13032315,76.1,6,110,6,700,339,104,213,235
1,11,18,28.0,24.5,22.9,100.8,0.018077438,75,1.133321169,74.1,5,100,9,392,226,116,303,111
1,11,19,26.6,24.2,23.0,100.9,0.018163943,82,1.139589969,72.9,5,110,8,79,46,23,58,22
1,11,20,26.3,24.2,23.1,100.9,0.018290553,84,1.140506074,72.9,4,110,8,0,0,0,0,0
1,11,21,25.5,23.0,21.7,101.0,0.016731628,81,1.14748848,68.1,3,100,0,0,0,0,0,0
1,11,22,25.3,23.7,22.8,101.0,0.017899237,88,1.146162141,70.9,3,100,0,0,0,0,0,0
1,11,23,25.0,23.6,22.7,101.1,0.017850171,89,1.148539443,70.4,3,110,0,0,0,0,0,0
1,11,24,24.8,23.4,22.5,101.1,0.017623023,89,1.149718576,69.7,3,110,0,0,0,0,0,0
1,12,1,24.6,23.0,22.1,101.0,0.017110204,87,1.150275157,68.2,3,90,0,0,0,0,0,0
1,12,2,24.5,23.5,22.8,100.9,0.017942359,92,1.148027473,70.2,2,100,4,0,0,0,0,0
1,12,3,24.1,23.0,22.2,100.9,0.017338857,91,1.150657528,68.2,2,90,0,0,0,0,0,0
1,12,4,23.5,22.6,21.9,100.9,0.016985218,93,1.15362297,66.7,0,0,0,0,0,0,0,0
1,12,5,22.9,22.0,21.3,100.9,0.016346637,93,1.157117443,64.5,0,0,0,0,0,0,0,0
1,12,6,22.3,21.2,20.4,100.9,0.015444419,91,1.161108472,61.5,0,0,0,0,0,0,0,0
1,12,7,22.6,22.1,21.6,101.0,0.016602623,96,1.158974359,64.8,0,0,6,166,61,7,18,54
1,12,8,25.0,23.6,22.7,101.0,0.017868952,89,1.14736972,70.5,0,0,10,490,361,291,539,70
1,12,9,27.4,24.0,22.4,101.1,0.017468885,76,1.14004733,72.0,4,90,5,789,382,118,167,264
1,12,10,30.4,24.1,21.4,101.1,0.016367002,60,1.130728665,72.2,4,90,9,1042,504,155,183,349
1,12,11,30.4,24.7,22.3,101.1,0.017332182,63,1.129021553,74.7,4,100,9,1232,596,184,194,413
1,12,12,30.7,25.0,22.6,101.1,0.017698004,63,1.127261793,75.9,5,100,9,1346,777,397,398,380
1,12,13,31.0,25.0,22.5,101.1,0.017571762,62,1.126372209,75.9,6,110,8,1375,509,61,61,448
1,12,14,29.5,24.1,21.7,101.0,0.016764015,64,1.132265184,72.3,5,110,10,1320,488,58,63,430
1,12,15,30.0,24.5,22.1,101.0,0.017195585,64,1.129634427,73.9,4,100,10,1182,437,52,65,385
1,12,16,28.8,24.7,22.9,100.9,0.018046036,72,1.131495358,74.9,5,100,10,971,359,43,66,316
1,12,17,28.2,24.6,23.0,100.9,0.018135769,75,1.133589275,74.5,5,90,10,702,260,31,63,229
1,12,18,27.9,24.8,23.4,100.9,0.018589729,78,1.13391474,75.3,5,150,10,393,145,17,46,128
1,12,19,26.6,24.4,23.3,101.0,0.018466425,84,1.140180623,73.7,3,130,10,80,39,12,30,27
1,12,20,26.0,23.9,22.8,101.0,0.017919496,84,1.143443961,71.7,4,120,9,0,0,0,0,0
1,12,21,26.1,24.2,23.2,101.0,0.018355444,86,1.142283633,72.9,4,130,10,0,0,0,0,0
1,12,22,26.0,24.0,22.9,101.0,0.018078199,85,1.143160438,72.1,4,120,10,0,0,0,0,0
1,12,23,25.4,24.8,24.2,101.0,0.019627058,95,1.14269264,75.4,8,130,10,0,0,0,0,0
1,12,24,25.4,24.4,23.7,101.3,0.018914456,92,1.14736112,73.6,4,120,10,0,0,0,0,0
1,13,1,25.4,24.0,23.2,101.3,0.018273781,89,1.148509258,71.9,3,110,10,0,0,0,0,0
1,13,2,25.2,23.8,22.9,101.2,0.018060903,89,1.148526516,71.2,3,110,0,0,0,0,0,0
1,13,3,24.9,23.5,22.6,101.2,0.017717654,89,1.150299465,70.0,3,110,0,0,0,0,0,0
1,13,4,24.8,23.4,22.5,101.2,0.017604518,89,1.150889084,69.6,3,120,1,0,0,0,0,0
1,13,5,24.4,23.2,22.4,101.2,0.017464412,90,1.152688749,68.8,2,120,1,0,0,0,0,0
1,13,6,24.8,23.2,22.3,101.2,0.017295907,88,1.151444688,68.8,4,120,5,0,0,0,0,0
1,13,7,25.1,23.5,22.6,101.2,0.01763334,88,1.149679633,70.0,4,110,8,163,121,98,244,23
1,13,8,27.3,24.1,22.6,101.2,0.017650687,77,1.141230325,72.3,3,110,3,488,282,144,267,138
1,13,9,29.0,24.5,22.5,101.3,0.017556871,69,1.136097359,73.8,3,100,8,787,455,232,331,222
1,13,10,29.7,24.5,22.2,101.3,0.017262349,66,1.133993653,73.8,5,100,8,1041,385,46,54,339
1,13,11,29.9,24.8,22.6,101.3,0.017665624,66,1.132530779,75.0,7,110,10,1231,455,54,57,401
1,13,12,31.0,25.5,23.2,101.3,0.018363711,65,1.127204613,78.0,7,120,10,1345,498,59,59,439
1,13,13,31.2,25.5,23.1,101.2,0.018300431,64,1.125463098,78.0,8,130,10,1376,509,61,61,448
1,13,14,31.0,25.6,23.4,101.2,0.018553635,65,1.125757971,78.4,6,110,10,1321,489,58,63,430
1,13,15,30.4,25.5,23.4,101.1,0.018658962,68,1.126683276,78.1,6,120,10,1183,572,176,220,396
1,13,16,29.2,24.3,22.1,101.1,0.017190078,67,1.133754549,73.1,6,130,9,973,717,577,891,140
1,13,17,29.1,23.1,20.4,101.0,0.015374433,60,1.13623555,68.4,6,120,5,704,496,378,777,118
1,13,18,28.9,23.8,21.5,101.0,0.016541617,66,1.134909505,71.1,5,110,6,395,278,212,509,66
1,13,19,27.5,23.6,21.8,101.0,0.016816426,72,1.13970378,70.4,5,120,6,81,57,44,109,14
1,13,20,26.0,23.2,21.8,101.0,0.016827528,79,1.145398585,68.9,6,110,6,0,0,0,0,0
1,13,21,25.8,23.3,22.0,101.1,0.017047241,81,1.146905206,69.2,6,120,6,0,0,0,0,0
1,13,22,25.7,23.3,22.0,101.2,0.017070942,82,1.148381192,69.2,5,110,8,0,0,0,0,0
1,13,23,25.5,23.2,22.0,101.2,0.017001262,83,1.149275555,68.8,6,110,5,0,0,0,0,0
1,13,24,25.9,23.5,22.3,101.2,0.017296331,82,1.147208551,70.0,6,130,9,0,0,0,0,0
1,14,1,25.1,23.0,21.9,101.2,0.016863728,84,1.151064673,68.0,6,110,9,0,0,0,0,0
1,14,2,25.1,23.2,22.1,101.1,0.017187857,85,1.149344106,68.9,5,110,8,0,0,0,0,0
1,14,3,24.6,23.3,22.5,101.1,0.017552547,90,1.150617634,69.3,6,120,10,0,0,0,0,0
1,14,4,24.2,22.8,21.9,101.1,0.016956723,89,1.153239906,67.3,6,110,10,0,0,0,0,0
1,14,5,23.7,22.7,22.0,101.1,0.017016163,92,1.155074911,67.0,4,100,5,0,0,0,0,0
1,14,6,23.5,22.5,21.8,101.1,0.016800149,92,1.156244534,66.2,0,0,8,0,0,0,0,0
1,14,7,24.8,22.4,21.1,101.2,0.016087542,82,1.153625322,65.8,3,90,8,160,113,86,215,27
1,14,8,27.4,23.4,21.5,101.2,0.01651069,72,1.142887587,69.5,2,90,6,485,358,288,537,70
1,14,9,28.5,23.2,20.8,101.2,0.015741934,64,1.140092642,68.7,3,90,5,785,583,473,675,110
1,14,10,29.7,23.7,21.0,101.2,0.016011737,61,1.135094951,70.6,6,120,3,1039,780,637,754,143
1,14,11,29.8,23.7,21.0,101.3,0.015951077,60,1.135949543,70.6,6,140,4,1230,923,755,796,169
1,14,12,30.0,23.9,21.2,101.2,0.016199423,61,1.133638148,71.4,5,130,4,1345,1010,825,828,184
1,14,13,30.4,24.0,21.2,101.2,0.01618941,59,1.132162071,71.8,8,130,4,1376,1023,829,840,194
1,14,14,29.8,24.1,21.6,101.2,0.016599445,63,1.133675926,72.2,8,130,3,1321,992,810,881,181
1,14,15,29.8,24.1,21.6,101.1,0.016618734,63,1.132521484,72.3,7,140,4,1184,873,703,878,170
1,14,16,29.8,23.8,21.1,101.1,0.016145139,61,1.133362018,71.0,8,120,5,974,563,287,444,275
1,14,17,29.4,23.8,21.3,101.0,0.016331822,63,1.133406335,71.1,6,130,8,705,407,208,429,199
1,14,18,28.0,23.4,21.3,101.1,0.016277324,68,1.139900092,69.5,5,140,8,396,279,213,512,66
1,14,19,26.5,22.3,20.2,101.1,0.01524434,70,1.147463391,65.4,4,130,6,82,40,12,31,28
1,14,20,25.9,22.0,20.0,101.1,0.015055045,71,1.150107268,64.3,4,140,9,0,0,0,0,0
1,14,21,26.0,22.4,20.6,101.1,0.015601708,74,1.148737018,65.8,3,120,5,0,0,0,0,0
1,14,22,25.7,22.1,20.3,101.2,0.015267955,73,1.151630406,64.6,2,120,0,0,0,0,0,0
1,14,23,25.5,22.0,20.2,101.2,0.015205518,74,1.152514554,64.2,3,140,0,0,0,0,0,0
1,14,24,25.4,22.0,20.3,101.2,0.015247373,75,1.152824864,64.2,2,130,1,0,0,0,0,0
1,15,1,25.1,22.0,20.4,101.2,0.015372976,77,1.153757033,64.2,2,120,4,0,0,0,0,0
1,15,2,24.9,23.0,21.9,101.2,0.016947856,85,1.151685403,68.0,0,0,0,0,0,0,0,0
1,15,3,24.5,23.0,22.1,101.1,0.017134225,88,1.151757586,68.1,4,150,0,0,0,0,0,0
1,15,4,25.0,22.5,21.2,101.1,0.016169837,81,1.151563758,66.2,3,130,3,0,0,0,0,0
1,15,5,24.7,22.0,20.6,101.1,0.015557435,79,1.153830933,64.3,4,120,8,0,0,0,0,0
1,15,6,22.6,20.7,19.5,101.1,0.014585767,85,1.163797587,59.7,5,90,6,0,0,0,0,0
1,15,7,21.5,20.5,19.7,101.1,0.014769394,91,1.167805449,59.0,3,280,8,157,91,46,117,44
1,15,8,24.4,22.2,21.0,101.2,0.015959612,83,1.155407814,65.0,3,200,8,483,279,142,266,136
1,15,9,28.0,23.8,21.9,101.2,0.016881709,71,1.139948118,71.1,5,150,8,783,379,117,167,262
1,15,10,29.0,23.0,20.2,101.3,0.015210214,60,1.140281481,67.8,6,130,9,1038,600,306,362,293
1,15,11,29.7,24.4,22.1,101.3,0.017101262,65,1.134279494,73.4,6,130,8,1230,710,363,383,348
1,15,12,29.9,24.0,21.4,101.3,0.016379946,62,1.134811778,71.8,5,120,8,1345,498,59,59,438
1,15,13,29.6,24.0,21.5,101.2,0.01652494,63,1.13455722,71.8,5,140,10,1377,509,61,61,449
1,15,14,29.0,24.0,21.8,101.2,0.016776846,66,1.136361856,71.8,5,140,10,1322,489,58,63,431
1,15,15,30.0,24.5,22.1,101.0,0.017195585,64,1.129634427,73.9,4,100,10,1186,439,52,65,386
1,15,16,28.8,24.7,22.9,100.9,0.018046036,72,1.131495358,74.9,5,100,10,976,361,43,67,318
1,15,17,28.2,24.6,23.0,100.9,0.018135769,75,1.133589275,74.5,5,90,10,707,261,31,64,230
1,15,18,27.9,24.8,23.4,100.9,0.018589729,78,1.13391474,75.3,5,150,10,398,147,18,47,130
1,15,19,26.6,24.4,23.3,101.0,0.018466425,84,1.140180623,73.7,3,130,10,83,40,12,31,28
1,15,20,26.0,23.9,22.8,101.0,0.017919496,84,1.143443961,71.7,4,120,9,0,0,0,0,0
1,15,21,26.1,24.2,23.2,101.0,0.018355444,86,1.142283633,72.9,4,130,10,0,0,0,0,0
1,15,22,26.0,24.0,22.9,101.0,0.018078199,85,1.143160438,72.1,4,120,10,0,0,0,0,0
1,15,23,25.4,24.8,24.2,101.0,0.019627058,95,1.14269264,75.4,8,130,10,0,0,0,0,0
1,15,24,25.4,24.4,23.7,101.3,0.018914456,92,1.14736112,73.6,4,120,10,0,0,0,0,0
1,16,1,25.4,24.0,23.2,101.3,0.018273781,89,1.148509258,71.9,3,110,10,0,0,0,0,0
1,16,2,25.2,23.8,22.9,101.2,0.018060903,89,1.148526516,71.2,3,110,0,0,0,0,0,0
1,16,3,24.9,23.5,22.6,101.2,0.017717654,89,1.150299465,70.0,3,110,0,0,0,0,0,0
1,16,4,24.8,23.4,22.5,101.2,0.017604518,89,1.150889084,69.6,3,120,1,0,0,0,0,0
1,16,5,24.4,23.2,22.4,101.2,0.017464412,90,1.152688749,68.8,2,120,1,0,0,0,0,0
1,16,6,24.8,23.2,22.3,101.2,0.017295907,88,1.151444688,68.8,4,120,5,0,0,0,0,0
1,16,7,25.1,23.5,22.6,101.2,0.01763334,88,1.149679633,70.0,4,110,8,155,115,93,240,22
1,16,8,27.3,24.1,22.6,101.2,0.017650687,77,1.141230325,72.3,3,110,3,480,278,142,271,136
1,16,9,29.0,24.5,22.5,101.3,0.017556871,69,1.136097359,73.8,3,100,8,781,451,231,335,221
1,16,10,29.7,24.5,22.2,101.3,0.017262349,66,1.133993653,73.8,5,100,8,1037,384,46,55,338
1,16,11,29.9,24.8,22.6,101.3,0.017665624,66,1.132530779,75.0,7,110,10,1229,455,54,57,401
1,16,12,31.0,25.5,23.2,101.3,0.018363711,65,1.127204613,78.0,7,120,10,1345,498,59,60,438
1,16,13,31.2,25.5,23.1,101.2,0.018300431,64,1.125463098,78.0,8,130,10,1377,510,61,61,449
1,16,14,31.0,25.6,23.4,101.2,0.018553635,65,1.125757971,78.4,6,110,10,1323,490,58,63,431
1,16,15,30.4,25.5,23.4,101.1,0.018658962,68,1.126683276,78.1,6,120,10,1187,574,177,218,397
1,16,16,29.2,24.3,22.1,101.1,0.017190078,67,1.133754549,73.1,6,130,9,977,720,580,884,140
1,16,17,29.1,23.1,20.4,101.0,0.015374433,60,1.13623555,68.4,6,120,5,708,499,380,774,118
1,16,18,28.9,23.8,21.5,101.0,0.016541617,66,1.134909505,71.1,5,110,6,399,281,214,517,67
1,16,19,27.5,23.6,21.8,101.0,0.016816426,72,1.13970378,70.4,5,120,6,84,59,45,116,14
1,16,20,26.0,23.2,21.8,101.0,0.016827528,79,1.145398585,68.9,6,110,6,0,0,0,0,0
1,16,21,25.8,23.3,22.0,101.1,0.017047241,81,1.146905206,69.2,6,120,6,0,0,0,0,0
1,16,22,25.7,23.3,22.0,101.2,0.017070942,82,1.148381192,69.2,5,110,8,0,0,0,0,0
1,16,23,25.5,23.2,22.0,101.2,0.017001262,83,1.149275555,68.8,6,110,5,0,0,0,0,0
1,16,24,25.9,23.5,22.3,101.2,0.017296331,82,1.147208551,70.0,6,130,9,0,0,0,0,0
1,17,1,23.8,22.4,21.5,101.0,0.016542275,89,1.154399942,65.9,5,90,3,0,0,0,0,0
1,17,2,23.5,22.0,21.1,100.9,0.016094649,88,1.155233126,64.4,5,100,0,0,0,0,0,0
1,17,3,23.3,22.1,21.3,100.9,0.016325511,90,1.15559439,64.8,4,110,1,0,0,0,0,0
1,17,4,22.4,21.5,20.8,100.9,0.015830804,92,1.160012436,62.6,4,100,0,0,0,0,0,0
1,17,5,21.4,21.0,20.5,100.9,0.015538981,97,1.164483494,60.9,5,110,0,0,0,0,0,0
1,17,6,20.8,20.3,19.8,100.9,0.014818311,96,1.168180965,58.4,0,0,0,0,0,0,0,0
1,17,7,20.7,20.4,20.0,100.9,0.014997353,97,1.168250038,58.8,0,0,9,152,74,23,59,51
1,17,8,23.5,22.6,21.9,101.0,0.016967557,93,1.15479822,66.7,0,0,9,478,231,71,137,160
1,17,9,27.0,24.5,23.3,101.1,0.018439664,82,1.139836159,74.0,0,0,9,780,377,116,169,261
1,17,10,28.0,24.1,22.3,101.2,0.017355949,73,1.139102525,72.3,3,90,9,1035,501,154,185,347
1,17,11,28.4,24.8,23.2,101.1,0.018338147,75,1.134724141,75.2,4,100,9,1228,710,362,385,347
1,17,12,30.4,25.1,22.9,101.1,0.017989777,65,1.127861416,76.4,5,100,8,1345,777,397,399,380
1,17,13,30.5,25.1,22.8,101.0,0.017968253,65,1.126412643,76.4,6,100,8,1378,796,406,411,389
1,17,14,30.6,25.0,22.6,101.0,0.017760564,64,1.126407379,76.0,6,100,8,1324,933,711,769,221
1,17,15,30.6,24.8,22.3,101.0,0.017431587,63,1.126986928,75.2,7,120,6,1188,837,638,789,199
1,17,16,29.8,25.0,22.9,100.9,0.018118065,68,1.127633525,76.1,7,110,6,978,362,43,66,319
1,17,17,28.3,24.0,22.0,101.2,0.017071019,70,1.138476291,71.9,6,110,10,710,263,31,64,231
1,17,18,27.6,23.9,22.2,101.2,0.01720734,74,1.140882734,71.5,5,120,10,400,148,18,48,130
1,17,19,27.0,23.6,22.0,101.2,0.016989152,75,1.143553721,70.3,6,120,10,84,31,4,10,28
1,17,20,25.0,23.6,22.7,101.2,0.017831428,89,1.149709166,70.4,5,110,10,0,0,0,0,0
1,17,21,24.8,23.0,22.0,101.2,0.01698993,86,1.151996078,68.1,5,120,10,0,0,0,0,0
1,17,22,25.0,22.9,21.7,101.3,0.01673594,84,1.152819142,67.6,6,110,10,0,0,0,0,0
1,17,23,25.6,23.7,22.7,101.4,0.017697382,85,1.149908637,70.7,4,120,10,0,0,0,0,0
1,17,24,25.4,23.5,22.4,101.4,0.017469795,85,1.151088513,69.9,6,110,10,0,0,0,0,0
1,18,1,25.9,23.4,22.1,101.4,0.017104366,81,1.149821043,69.5,4,120,9,0,0,0,0,0
1,18,2,25.4,23.4,22.3,101.4,0.017314843,85,1.151367518,69.5,4,120,5,0,0,0,0,0
1,18,3,25.3,23.0,21.8,101.3,0.016761634,82,1.151614008,68.0,4,100,1,0,0,0,0,0
1,18,4,25.1,22.6,21.3,101.3,0.016242259,81,1.153324066,66.5,3,100,5,0,0,0,0,0
1,18,5,25.1,23.2,22.1,101.3,0.017151367,85,1.151683534,68.8,5,100,6,0,0,0,0,0
1,18,6,25.4,22.6,21.1,101.3,0.016116336,79,1.152392516,66.4,7,120,5,0,0,0,0,0
1,18,7,25.6,23.0,21.7,101.3,0.016635528,80,1.150684758,68.0,6,110,9,149,72,22,58,50
1,18,8,26.4,23.4,21.9,101.4,0.016894043,78,1.148279701,69.5,4,130,9,476,351,283,544,68
1,18,9,28.2,23.6,21.5,101.5,0.016429108,68,1.143378649,70.1,4,130,5,778,376,116,169,260
1,18,10,29.5,24.5,22.3,101.5,0.017307076,67,1.136903841,73.7,5,130,9,1034,597,305,365,292
1,18,11,30.4,24.4,21.8,101.5,0.016768063,61,1.134489577,73.3,4,140,8,1228,594,183,194,411
1,18,12,30.7,24.2,21.4,101.5,0.01632292,59,1.134159872,72.4,5,140,9,1345,1000,810,814,189
1,18,13,30.8,24.3,21.5,101.5,0.016440231,59,1.133578393,72.8,4,160,3,1378,1016,818,827,198
1,18,14,31.0,24.5,21.7,101.5,0.016676836,59,1.132413293,73.6,4,150,5,1325,933,712,770,221
1,18,15,30.8,24.6,22.0,101.4,0.016941897,61,1.13157237,74.1,5,150,6,1189,794,557,689,238
1,18,16,30.4,24.5,22.0,101.4,0.016948428,62,1.133051905,73.7,5,150,1,980,735,601,919,134
1,18,17,29.6,24.5,22.3,101.4,0.017284691,66,1.135448343,73.8,5,120,4,711,533,436,861,97
1,18,18,29.0,23.8,21.5,101.4,0.016424,65,1.139236951,70.9,6,110,4,401,298,242,523,56
1,18,19,27.0,23.5,21.8,101.4,0.016796515,75,1.146159261,69.8,5,100,3,85,63,51,134,12
1,18,20,26.4,23.4,21.9,101.4,0.016894043,78,1.148279701,69.5,0,0,3,0,0,0,0,0
1,18,21,26.0,23.4,22.1,101.5,0.017043912,81,1.150679096,69.4,0,0,1,0,0,0,0,0
1,18,22,26.0,23.1,21.6,101.5,0.016583713,78,1.151508382,68.3,5,150,0,0,0,0,0,0
1,18,23,26.1,23.1,21.6,101.6,0.016523713,78,1.152365974,68.2,5,120,3,0,0,0,0,0
1,18,24,25.5,23.0,21.7,101.6,0.016623815,81,1.154500123,67.8,4,110,3,0,0,0,0,0
1,19,1,25.4,23.3,22.2,101.5,0.017142289,84,1.152814154,69.1,4,120,1,0,0,0,0,0
1,19,2,25.4,22.6,21.1,101.4,0.016098843,79,1.153561743,66.4,0,0,0,0,0,0,0,0
1,19,3,25.2,22.5,21.1,101.4,0.016033648,80,1.154452994,66.0,0,0,1,0,0,0,0,0
1,19,4,25.0,22.5,21.2,101.4,0.016117577,81,1.155075456,66.0,0,0,0,0,0,0,0,0
1,19,5,24.8,22.5,21.2,101.4,0.016201531,82,1.155698748,66.0,0,0,0,0,0,0,0,0
1,19,6,25.0,22.5,21.2,101.4,0.016117577,81,1.155075456,66.0,2,90,1,0,0,0,0,0
1,19,7,25.4,22.5,21.0,101.4,0.015949744,78,1.153831362,66.0,3,140,8,147,85,43,114,41
1,19,8,27.0,23.6,22.0,101.5,0.016933234,75,1.147044086,70.2,3,150,8,473,273,140,270,134
1,19,9,27.7,23.6,21.7,101.5,0.016639052,71,1.144902381,70.1,4,150,8,776,375,116,169,260
1,19,10,28.1,24.0,22.1,101.5,0.017097791,71,1.142561429,71.7,5,130,9,1033,597,305,365,292
1,19,11,28.9,24.0,21.8,101.5,0.016761553,67,1.140135147,71.7,4,110,8,1227,454,54,57,400
1,19,12,31.4,24.6,21.7,101.5,0.016670218,58,1.130937686,74.0,5,160,10,1345,947,723,726,225
1,19,13,32.3,25.2,22.3,101.5,0.017273894,57,1.126540541,76.5,3,120,6,1379,971,741,749,230
1,19,14,31.6,24.8,21.9,101.4,0.016930786,58,1.128621503,74.9,5,130,6,1326,934,712,770,222
1,19,15,30.4,24.6,22.1,101.4,0.017109956,63,1.132765524,74.1,4,120,6,1190,838,639,792,199
1,19,16,29.9,25.3,23.3,101.3,0.018492193,69,1.131069151,77.1,4,140,6,981,736,602,922,135
1,19,17,29.7,24.9,22.8,101.3,0.017913746,68,1.132839252,75.5,3,170,4,712,476,333,687,142
1,19,18,29.0,25.0,23.2,101.4,0.018353204,73,1.13580458,75.9,3,150,1,402,269,188,517,80
1,19,19,27.5,23.6,21.8,101.4,0.016741668,72,1.144351384,70.2,4,170,1,86,51,29,76,23
1,19,20,26.2,23.8,22.6,101.4,0.01760138,82,1.147776086,71.1,2,150,0,0,0,0,0,0
1,19,21,26.3,23.8,22.5,101.4,0.017559247,81,1.147468383,71.0,4,130,6,0,0,0,0,0
1,19,22,26.3,23.9,22.7,101.4,0.017716719,82,1.147185909,71.5,4,130,3,0,0,0,0,0
1,19,23,26.0,24.0,22.9,101.5,0.017982301,85,1.148991802,71.8,4,150,0,0,0,0,0,0
1,19,24,26.0,23.5,22.2,101.5,0.017198633,81,1.150400555,69.8,5,140,0,0,0,0,0,0
